date,precipitation,temp_max,temp_min,wind,weather
2013-07-18,11.6,20.8,15.5,5.3,rain
2013-07-19,16.7,25.1,20.3,6.3,rain
2013-07-20,0,22.2,14.4,1.4,sun
2013-07-21,0,21.1,13.2,3.3,sun
2013-07-22,3.7,25.2,17.7,3.2,rain
2013-07-23,14.3,21.9,16.7,6.6,rain
2013-07-24,0,23.7,19.4,3.2,sun
2013-07-25,0,21.6,14.5,4.2,sun
2013-07-26,9,25.3,17.5,1,rain
2013-07-27,0,24.2,17.8,5.2,fog
2013-07-28,0,22,14.3,5.7,sun
2013-07-29,6.9,20.8,12.9,4,rain
2013-07-30,10.1,24.2,17.1,5.3,rain
2013-07-31,0,21.7,16.4,7.2,sun
2013-08-01,0,25.7,18,7.9,fog
2013-08-02,11,25.1,16.8,1.2,rain
2013-08-03,0,22.6,18.3,1.1,fog
2013-08-04,0,20.5,12.5,4.6,sun
2013-08-05,19.6,23.2,18.3,3.4,rain
2013-08-06,5.9,21.6,15.6,0.9,rain
2013-08-07,0,24.8,18.9,1.4,sun
2013-08-08,0,22.8,15.9,1.3,sun
2013-08-09,0,21.5,16.5,4.3,sun
2013-08-10,16.7,19.9,12.3,0.8,rain
2013-08-11,5.9,24,18.9,4.6,rain
2013-08-12,0,24,17.5,5.4,sun
2013-08-13,0,19.9,12.5,6.5,sun
2013-08-14,0,20.8,17,3.9,sun
2013-08-15,21,18.8,11.3,6,rain
2013-08-16,12.9,24.6,19.5,6.3,rain
2013-08-17,0,19.3,15.2,3.5,sun
2013-08-18,0,24.1,18.9,7.3,sun
2013-08-19,2.2,21.8,14.4,2.2,drizzle
2013-08-20,0,22.8,18.9,4.3,fog
2013-08-21,1.6,22.1,17.6,3.6,drizzle
2013-08-22,0,23.8,18.4,5.7,fog
2013-08-23,1.5,18.9,13.2,8.5,drizzle
2013-08-24,0,18.9,14.9,7.6,sun
2013-08-25,13,18.3,10.9,1.7,rain
2013-08-26,0,22,14.6,5.5,fog
2013-08-27,5.5,22.6,17.4,2,rain
2013-08-28,6.9,17.6,9.1,4.2,rain
2013-08-29,17.8,23.1,16.2,1.3,rain
2013-08-30,0,20.3,13.9,2.6,fog
2013-08-31,21.2,18.8,11.7,7,rain
2013-09-01,0,19.8,15,5.5,sun
2013-09-02,21.6,22.6,17.1,0.7,rain
2013-09-03,10.8,20.2,15.9,3.8,rain
2013-09-04,12.2,20.2,13.2,4.6,rain
2013-09-05,0,18.8,12.5,4,fog
2013-09-06,0,20.6,14.5,4,fog
2013-09-07,0,21.3,15.3,1.1,sun
2013-09-08,19.5,16.9,10.6,1.8,rain
2013-09-09,6.6,18,13.5,1.5,rain
2013-09-10,2.8,20.8,15.5,6.6,rain
2013-09-11,0,20,15.1,7.2,sun
2013-09-12,0,20.8,15.1,1.3,fog
2013-09-13,11.4,16,10.9,2.4,rain
2013-09-14,0,17.2,12.5,3.9,fog
2013-09-15,0,18.2,13.7,0.7,fog
2013-09-16,0,16.5,13,2.5,fog
2013-09-17,20,16.8,10.5,5.8,rain
2013-09-18,16.8,14.9,10.6,7.9,rain
2013-09-19,11.2,20.1,12.2,6.1,rain
2013-09-20,15.1,19.2,11.8,3.2,rain
2013-09-21,1.1,17.5,13.2,5.1,drizzle
2013-09-22,3.9,16.6,9.8,6.1,rain
2013-09-23,0,14.2,10.6,0.9,fog
2013-09-24,0.2,17.4,11.3,1.8,drizzle
2013-09-25,2.1,18.2,10.8,1.4,drizzle
2013-09-26,18.7,16.4,11.2,2.9,rain
2013-09-27,18.3,14.1,8.4,5.9,rain
2013-09-28,17.3,16.4,9.7,3.7,rain
2013-09-29,2.6,14.8,7.9,4.9,rain
2013-09-30,0,14.5,10.6,7.8,sun
2013-10-01,17,13.9,7.2,0.9,rain
2013-10-02,3.6,13.1,6.7,4.2,rain
2013-10-03,0,16.7,9.4,8,fog
2013-10-04,0,12.9,7.8,6.6,fog
2013-10-05,11.8,17.5,10.3,8.5,rain
2013-10-06,7,17,10.8,4.5,rain
2013-10-07,0.4,16.4,8.8,6.5,drizzle
2013-10-08,0,17,11.3,3.9,sun
2013-10-09,4.3,13.8,5.9,8,rain
2013-10-10,0,17.3,13.3,4.4,fog
2013-10-11,9.1,16.4,8.1,7.2,rain
2013-10-12,9.5,15.6,9.7,3.6,rain
2013-10-13,14.4,11.9,6,3.2,rain
2013-10-14,20.2,14.8,7.4,7.9,rain
2013-10-15,18,13.7,5.8,7.3,rain
2013-10-16,0,11.8,5.1,3.3,fog
2013-10-17,0,10.9,6.2,6,sun
2013-10-18,18.5,15.9,11.6,5.4,rain
2013-10-19,2.9,14,6.8,7.4,rain
2013-10-20,15.1,11.9,7.6,7.8,rain
2013-10-21,0,15.5,10.3,5.7,sun
2013-10-22,2.9,12,6.2,6.8,rain
2013-10-23,5.2,15.1,8.1,7.1,rain
2013-10-24,8.1,13.6,5.9,7.9,rain
2013-10-25,1.9,11.5,6.1,4.8,drizzle
2013-10-26,3.8,9.4,3.3,1.7,rain
2013-10-27,0,9.9,5.8,2.1,fog
2013-10-28,13.6,10.5,2.9,4,rain
2013-10-29,10,9.1,4.5,1.2,rain
2013-10-30,21,14.4,6.9,6.8,rain
2013-10-31,6.6,12.6,7.2,6.4,rain
2013-11-01,0,9.4,1.5,1.5,sun
2013-11-02,1.8,10.5,5,1.7,drizzle
2013-11-03,0,11.4,5.2,2,fog
2013-11-04,13.2,10.6,3.6,4,rain
2013-11-05,3.7,9.8,5.6,4.9,rain
2013-11-06,0,7.8,3.8,8.4,sun
2013-11-07,0,12.3,7.4,4.8,sun
2013-11-08,18.3,11.1,6.9,0.5,rain
2013-11-09,16.4,7.8,0.5,6,rain
2013-11-10,0,7.5,0.2,8,fog
2013-11-11,15.4,9.9,2.8,2.1,rain
2013-11-12,0,10.1,6.3,3.7,sun
2013-11-13,12.8,10.7,5.3,5.5,rain
2013-11-14,18.5,12,5.1,8.3,rain
2013-11-15,0,9.6,5.5,8.1,fog
2013-11-16,17,7.3,1.3,3.1,rain
2013-11-17,8.1,11.5,7.3,3,rain
2013-11-18,0,10.4,5.5,3.1,fog
2013-11-19,14,11.5,3.6,4.3,rain
2013-11-20,5.7,11.5,6.6,5.4,rain
2013-11-21,6.2,7.2,0.6,5.5,rain
2013-11-22,5.5,7.5,-0.8,0.8,rain
2013-11-23,8.9,8.7,3.2,2.2,rain
2013-11-24,5.7,7.9,0.2,1.2,rain
2013-11-25,0,10.7,2.4,3.6,fog
2013-11-26,8.2,10.1,3.1,2.6,rain
2013-11-27,2.9,7.1,0,3.2,rain
2013-11-28,0,8.7,5.1,2.1,sun
2013-11-29,0,8.2,4.1,8.4,sun
2013-11-30,8,7.1,0.8,6.3,rain
2013-12-01,0,6.8,-1,6.5,sun
2013-12-02,0,9.4,4.3,4.1,fog
2013-12-03,13.1,7.7,4.1,6.4,rain
2013-12-04,2.6,9.4,4.7,5,rain
2013-12-05,19.5,7.8,3.9,2.2,rain
2013-12-06,0,8.8,2.3,4.8,sun
2013-12-07,16.8,8.2,0.7,0.7,rain
2013-12-08,18.4,9.8,2,3.7,rain
2013-12-09,0,8.6,4.9,7.9,fog
2013-12-10,18.2,4.9,-3,7.1,snow
2013-12-11,0,7.5,0.1,8.5,sun
2013-12-12,12.3,10.1,2.1,4.8,rain
2013-12-13,7,7.6,0,4.1,rain
2013-12-14,0,9,1.8,2.6,fog
2013-12-15,8.6,7.3,0.5,4.4,rain
2013-12-16,0,7.2,-1,4.7,fog
2013-12-17,1.5,9,4.3,4.6,drizzle
2013-12-18,13.9,6.4,-1.5,1.1,rain
2013-12-19,14.5,4.4,0.6,0.8,snow
2013-12-20,1.1,6.5,0.5,4.5,drizzle
2013-12-21,6,5.7,2,1.1,rain
2013-12-22,2.7,7.5,2.4,8.2,rain
2013-12-23,12.1,8.7,3.1,4.9,rain
2013-12-24,8.2,9.1,3.9,0.9,rain
2013-12-25,13.7,9,1.9,1,rain
2013-12-26,7.1,4.8,-2.4,2.1,snow
2013-12-27,12,6.2,-2,7.3,rain
2013-12-28,19.1,9.8,2.8,4.4,rain
2013-12-29,18.6,9,5.1,2.1,rain
2013-12-30,17.9,4.7,-1.8,3.9,snow
2013-12-31,9.1,7.3,3.4,0.8,rain
2014-01-01,1.4,8.9,1.9,7.2,drizzle
2014-01-02,2.8,7.9,0.1,0.9,rain
2014-01-03,4.3,5,0.8,5.1,rain
2014-01-04,3.3,6.6,-0.1,6.1,rain
2014-01-05,14.4,5.7,-1.1,7.7,rain
2014-01-06,6,9.7,1.3,3.1,rain
2014-01-07,4.9,9.3,2.3,4,rain
2014-01-08,1.2,8.5,1.8,0.7,drizzle
2014-01-09,0,9.7,5.8,1.7,fog
2014-01-10,13.8,5.8,0,6.8,rain
2014-01-11,11,4.2,-1.3,6.9,snow
2014-01-12,14.4,7.4,1.7,5.5,rain
2014-01-13,3.4,10,3.5,3.3,rain
2014-01-14,18.1,9.8,3.7,4.6,rain
2014-01-15,11.7,4.7,-1.4,1.2,snow
2014-01-16,4.2,8.7,1.2,5.7,rain
2014-01-17,12.5,8.9,4.5,2.1,rain
2014-01-18,21.2,4.7,-3.7,2.6,snow
2014-01-19,5,9.7,5.5,0.9,rain
2014-01-20,16.5,6.4,-1,2,rain
2014-01-21,6.5,8.8,4.3,3.9,rain
2014-01-22,0,8.5,1,2.6,fog
2014-01-23,8.7,8.8,1.8,6.3,rain
2014-01-24,0,5.9,-1.7,3.4,sun
2014-01-25,12.2,6.7,1.1,7.1,rain
2014-01-26,1.2,9.4,5.5,5.7,drizzle
2014-01-27,15.6,6.6,1,0.9,rain
2014-01-28,10.2,5.2,0.3,4.8,rain
2014-01-29,12.1,8.7,1.3,5.7,rain
2014-01-30,15,6.3,0.7,2.6,rain
2014-01-31,3.7,5.8,1.4,4.1,rain
2014-02-01,13.1,7.7,2.5,3.6,rain
2014-02-02,0.2,9.3,2.4,1.1,drizzle
2014-02-03,0,7.9,0,6.3,sun
2014-02-04,1.5,6,-2.4,5.2,drizzle
2014-02-05,13,7.3,-1,7.8,rain
2014-02-06,14.4,8.3,3.8,4.1,rain
2014-02-07,1.5,8.3,3.4,7.7,drizzle
2014-02-08,21.9,6.8,-1.5,1.1,rain
2014-02-09,6.6,10,4.7,5.2,rain
2014-02-10,1.1,8.8,5.1,0.8,drizzle
2014-02-11,0,6.1,-0.6,1.3,sun
2014-02-12,9.2,7.2,-1.2,5.1,rain
2014-02-13,14.6,11.2,5.9,2.7,rain
2014-02-14,12.4,12.3,5.1,1.3,rain
2014-02-15,0.4,8.2,1.1,6.2,drizzle
2014-02-16,15.9,12,8.3,7.3,rain
2014-02-17,17.8,8.4,4,4.7,rain
2014-02-18,11.7,10.4,6.4,5.3,rain
2014-02-19,9.5,12.3,8,2,rain
2014-02-20,21,10.8,2.7,5.9,rain
2014-02-21,11.2,12.6,4.6,3.6,rain
2014-02-22,17.8,10.4,3.3,7.8,rain
2014-02-23,5.2,12.8,6.6,4.1,rain
2014-02-24,0,12.6,4.4,4.6,fog
2014-02-25,0,11,5,8.1,sun
2014-02-26,0,13.4,7.9,3.3,sun
2014-02-27,1.9,9.2,2.7,1.2,drizzle
2014-02-28,17.3,11.9,3.8,4.6,rain
2014-03-01,7.5,13.2,8.8,1.7,rain
2014-03-02,2.4,10,2.3,3,drizzle
2014-03-03,8.2,12.1,7.3,1.7,rain
2014-03-04,14.3,13,7.9,1.3,rain
2014-03-05,13.2,11.3,5.2,4.9,rain
2014-03-06,13.5,9.4,3.8,4.2,rain
2014-03-07,1.1,14.6,11,2,drizzle
2014-03-08,13.6,13.9,8.4,3.9,rain
2014-03-09,9.1,14.1,8.6,2.4,rain
2014-03-10,6.4,9.7,3.7,1.3,rain
2014-03-11,9.1,13.7,9,7.7,rain
2014-03-12,0,9.9,1.5,2,sun
2014-03-13,17.6,10.9,6.9,8.2,rain
2014-03-14,3.8,11.4,5.8,6.6,rain
2014-03-15,0,14.7,9.9,5.6,fog
2014-03-16,5.2,16,8.1,6.8,rain
2014-03-17,6.2,11.2,3.8,1.3,rain
2014-03-18,12.7,14.9,7.4,6,rain
2014-03-19,0,10.6,6.5,4.1,sun
2014-03-20,9.4,15.3,10.8,6.7,rain
2014-03-21,13.8,13.8,9.9,2.3,rain
2014-03-22,2.1,11.4,6.5,6,drizzle
2014-03-23,0,16.9,10.3,5.3,sun
2014-03-24,17.7,16.1,11.5,7.8,rain
2014-03-25,12.3,15.9,11.8,2.4,rain
2014-03-26,2.8,12.1,6.3,4.2,rain
2014-03-27,8.2,13,4.7,5.4,rain
2014-03-28,20.9,12.4,7.3,5.9,rain
2014-03-29,0,17.3,11.2,3.9,fog
2014-03-30,11,15.9,7.9,4.6,rain
2014-03-31,5.8,16.6,8.3,3.3,rain
2014-04-01,21.8,17.3,12.6,4.4,rain
2014-04-02,6.5,18.2,12.6,6.9,rain
2014-04-03,20.1,15.2,9.8,2,rain
2014-04-04,1.4,13.9,5.8,5.1,drizzle
2014-04-05,2.5,14.9,7.7,4.6,rain
2014-04-06,17.3,16.2,12.5,6.1,rain
2014-04-07,5.4,16.3,9.8,4,rain
2014-04-08,17.7,17.8,12.4,1.8,rain
2014-04-09,19.1,19.1,13.4,4.8,rain
2014-04-10,0,17.3,11.5,4.3,fog
2014-04-11,20.5,16,11.2,3.9,rain
2014-04-12,0,19.5,13.8,7.3,sun
2014-04-13,0,17.9,13.6,2.6,fog
2014-04-14,0,14.6,9.3,5.1,fog
2014-04-15,0.9,19.3,14.7,7.7,drizzle
2014-04-16,0,15.9,10,0.7,sun
2014-04-17,14.8,18.7,13.8,1.3,rain
2014-04-18,0,18.3,12,6.2,sun
2014-04-19,14.8,20.4,12.8,1.6,rain
2014-04-20,0,17.3,13.1,2.2,fog
2014-04-21,0,16.5,12.6,3.3,fog
2014-04-22,11.1,16.5,9.6,4.9,rain
2014-04-23,18.5,17.7,13.8,7.2,rain
2014-04-24,0,15.9,11.2,1.4,fog
2014-04-25,7.3,21.2,14.9,2.6,rain
2014-04-26,0,18.8,13.7,2.7,sun
2014-04-27,0,16.7,8.6,2.1,fog
2014-04-28,21.3,16.9,8.4,3.2,rain
2014-04-29,0,16.3,9,3,fog
2014-04-30,0,17.5,12.4,1.1,sun
2014-05-01,12.9,22.1,14.6,1.2,rain
2014-05-02,0,18.7,13.6,2,sun
2014-05-03,18.4,17.6,12.8,7.7,rain
2014-05-04,16.1,21.2,15.3,1.3,rain
2014-05-05,1.6,18.8,12.8,1.3,drizzle
2014-05-06,0,22.1,16.4,2.8,sun
2014-05-07,15.6,17.8,12.4,0.8,rain
2014-05-08,0,22.6,17.6,6.8,sun
2014-05-09,4.8,19.8,12.3,6.9,rain
2014-05-10,5.6,19.2,15.4,6,rain
2014-05-11,9.4,19.4,13.1,8,rain
2014-05-12,0.3,22.9,15.1,3.6,drizzle
2014-05-13,3.7,23.7,18.7,5.4,rain
2014-05-14,18.9,20.8,13.7,7.3,rain
2014-05-15,12.7,21.2,15.1,4.8,rain
2014-05-16,0,24,20.5,1.2,fog
2014-05-17,0,19.7,12.5,7.9,sun
2014-05-18,15.9,20.9,17.4,6.1,rain
2014-05-19,12.1,19.9,14.6,2,rain
2014-05-20,14.6,20.5,15.8,1.8,rain
2014-05-21,0,24.3,18.6,5.3,sun
2014-05-22,0,21.4,13,5,fog
2014-05-23,0,23.3,14.9,3.1,fog
2014-05-24,0,22.7,14.2,0.5,fog
2014-05-25,7.2,24,16.9,7,rain
2014-05-26,3,24.7,16.7,6.2,rain
2014-05-27,0,23.2,15.1,6,fog
2014-05-28,19,21.9,16.2,8.3,rain
2014-05-29,0,23.1,16,7.5,sun
2014-05-30,14.5,22.3,14.5,6.5,rain
2014-05-31,0,23.7,15.5,3,fog
2014-06-01,0,21.7,14.5,3.6,sun
2014-06-02,0,25.5,20.4,6.6,sun
2014-06-03,0,24,18.5,2.4,fog
2014-06-04,0,24,16.1,5.9,fog
2014-06-05,6.8,24.2,18.6,1,rain
2014-06-06,0,21,13.2,0.8,sun
2014-06-07,0,21.6,14.7,1.8,fog
2014-06-08,20.9,22.1,16.7,3,rain
2014-06-09,16.9,21.7,15.6,3.7,rain
2014-06-10,0,22.4,17.1,6.6,fog
2014-06-11,0,21.4,16.7,1.7,fog
2014-06-12,0,26.2,19.2,1.4,sun
2014-06-13,0,23.1,17.8,6.1,fog
2014-06-14,16.8,25.2,19.3,4.3,rain
2014-06-15,0,21.1,16.9,5.1,fog
2014-06-16,0,24.9,17.4,0.7,fog
2014-06-17,0,24,18.7,3.3,fog
2014-06-18,0,21.8,15.2,2.3,fog
2014-06-19,6.3,26.6,23,8,rain
2014-06-20,0,22.7,18.1,6.4,fog
2014-06-21,0,25,16.6,8.4,sun
2014-06-22,0,22.1,14.5,3.7,fog
2014-06-23,7,21.3,14.7,1.7,rain
2014-06-24,0,25.8,20.5,6.3,fog
2014-06-25,0,23.6,20.1,7,sun
2014-06-26,0.9,26,21.2,6.6,drizzle
2014-06-27,0,23.8,18,6,fog
2014-06-28,0,26.8,20,6.1,fog
2014-06-29,4.5,24.4,17.6,6.8,rain
2014-06-30,0,26.9,21,7.7,sun
2014-07-01,0,23.2,19.5,5.2,fog
2014-07-02,0,25.1,20.7,3.2,sun
2014-07-03,0,22.4,18.8,1.1,sun
2014-07-04,5,24.3,20.6,1.1,rain
2014-07-05,0,21.2,15.8,7.9,sun
2014-07-06,20.4,23,14.8,6.6,rain
2014-07-07,0,24.9,16.5,2.1,fog
2014-07-08,6.4,21.2,14.2,1.6,rain
2014-07-09,6.5,21.1,16.3,1.5,rain
2014-07-10,0,22.7,18.9,2.5,fog
2014-07-11,19.2,25.8,18,7.3,rain
2014-07-12,0,22.1,15.9,7.9,sun
2014-07-13,0,21.5,17.8,2.6,sun
2014-07-14,16.1,23.1,18.4,1.1,rain
2014-07-15,4.6,21.1,12.8,1.2,rain
2014-07-16,15.7,22.4,15.3,4.6,rain
2014-07-17,14.7,26,22.1,3,rain
2014-07-18,0,26.1,20.2,4.8,fog
2014-07-19,0,23.4,19.6,3.8,fog
2014-07-20,0,21.4,13.6,0.7,sun
2014-07-21,13.4,22,17.2,7.3,rain
2014-07-22,4.6,23.7,15.7,4.2,rain
2014-07-23,0,23.1,16.8,1.6,sun
2014-07-24,0,20.8,13.4,8.2,fog
2014-07-25,0,20.7,13.2,6.1,fog
2014-07-26,8.5,20.9,12.6,7.2,rain
2014-07-27,0,25.6,19.5,7.6,fog
2014-07-28,0,20.8,14.7,2.3,sun
2014-07-29,13.2,24.5,16.6,5.7,rain
2014-07-30,0,21.3,14.4,3.2,sun
2014-07-31,21.9,24.2,19.5,1.4,rain
2014-08-01,0,20.6,12.4,3,fog
2014-08-02,0,22.2,17.5,1.7,sun
2014-08-03,0,21,14.7,6.9,sun
2014-08-04,0,24.2,16.9,0.8,fog
2014-08-05,0,20.8,13.1,4.5,fog
2014-08-06,3.1,20.5,16.9,4.6,rain
2014-08-07,0,24,19.4,1.6,fog
2014-08-08,19,22.9,16.6,4.1,rain
2014-08-09,0,19.3,11.6,5.8,sun
2014-08-10,2.7,22.7,16.6,1.9,rain
2014-08-11,0,21.2,12.7,0.7,fog
2014-08-12,0,20.5,15.4,1.9,fog
2014-08-13,0,24.2,19.1,2.6,fog
2014-08-14,0,24.2,17.5,0.9,sun
2014-08-15,12.6,19.7,16.1,3.4,rain
2014-08-16,3.2,18.7,11.6,1.7,rain
2014-08-17,0,19.6,15.6,7.1,sun
2014-08-18,6.8,20.2,15.9,7.7,rain
2014-08-19,17,19.7,12.6,5.2,rain
2014-08-20,9.9,19.6,15.2,4.7,rain
2014-08-21,3.8,18.6,11.4,4.5,rain
2014-08-22,13.7,18.4,10.2,3.4,rain
2014-08-23,22,18.6,12.9,1.1,rain
2014-08-24,0,19.8,14.1,0.9,sun
2014-08-25,0,21.8,15,7.6,sun
2014-08-26,13,23.3,19.7,0.5,rain
2014-08-27,0.7,18.2,11.5,2.3,drizzle
2014-08-28,0,20.6,15.7,7.3,sun
2014-08-29,0,19.1,14.4,1.5,fog
2014-08-30,0,21.3,17.5,5,fog
2014-08-31,0,22.1,17.3,1.5,fog
2014-09-01,0,18.2,11.7,2.9,fog
2014-09-02,0,17.8,9.6,7,sun
2014-09-03,0,18.6,12.6,3.1,fog
2014-09-04,7.4,21.4,13.7,7.6,rain
2014-09-05,14.2,20.2,11.8,3.6,rain
2014-09-06,0,22,13.8,3.5,sun
2014-09-07,0,19,12.9,1.3,sun
2014-09-08,16.8,18,12.1,6.7,rain
2014-09-09,0,19.8,15.7,2.2,sun
2014-09-10,11.9,21,14.2,0.6,rain
2014-09-11,10.6,16.2,9.7,3.8,rain
2014-09-12,0,20.4,12.3,1,sun
2014-09-13,10.2,19,11.2,1.1,rain
2014-09-14,0,17.9,11.6,1.8,sun
2014-09-15,20.3,17,12.4,7.5,rain
2014-09-16,0,16.1,10.9,0.6,fog
2014-09-17,11.2,16.9,8.9,4.4,rain
2014-09-18,0,18.6,11.8,1.8,fog
2014-09-19,0,14.8,10,6.5,sun
2014-09-20,16.8,16.1,10.7,4.7,rain
2014-09-21,0,16.7,12.2,1.8,sun
2014-09-22,8.2,18.2,10.2,5.9,rain
2014-09-23,0,18.9,11.3,2.3,sun
2014-09-24,5.2,14.3,6.9,3.1,rain
2014-09-25,0,16.1,9.1,5.3,sun
2014-09-26,17.1,14.3,8.8,7.7,rain
2014-09-27,17.4,14,7.8,8,rain
2014-09-28,0,16,9.9,6,fog
2014-09-29,12,16,8.1,0.7,rain
2014-09-30,0,15.2,7,7,fog
2014-10-01,0,16,7.9,6.1,sun
2014-10-02,5.6,16.8,12.3,1.5,rain
2014-10-03,11.7,14.3,9.4,5.6,rain
2014-10-04,13.6,17.3,12,6.1,rain
2014-10-05,0,14.5,10.6,5.1,sun
2014-10-06,3,16.4,10.5,4.7,rain
2014-10-07,16.3,16.1,12.1,4,rain
2014-10-08,0,15.3,7.5,7.9,fog
2014-10-09,7,17.3,10.4,5.4,rain
2014-10-10,0,13.1,7.7,5.9,sun
2014-10-11,12.4,13,7.7,3.3,rain
2014-10-12,0,14.1,9.8,6.5,sun
2014-10-13,0,15.2,9.7,8.5,fog
2014-10-14,0,11.2,3.8,1,fog
2014-10-15,7.7,13.7,8.9,8.5,rain
2014-10-16,0.9,11.4,3,3.7,drizzle
2014-10-17,0,12.6,4.3,4,fog
2014-10-18,4.1,14.6,6.5,5.3,rain
2014-10-19,3.3,15.4,7.6,5.4,rain
2014-10-20,12.2,12,5.4,8,rain
2014-10-21,12.1,11.3,5.1,7.4,rain
2014-10-22,2.6,11.5,7.9,3.7,rain
2014-10-23,6,12.5,4.3,8.3,rain
2014-10-24,0,11.2,6.2,4.2,sun
2014-10-25,2.5,13,8.7,0.8,rain
2014-10-26,2.4,11,3.2,8.2,drizzle
2014-10-27,5.7,14.6,10.7,1.4,rain
2014-10-28,0.4,11.3,5.2,7.4,drizzle
2014-10-29,0,13.7,8.3,4.2,sun
2014-10-30,9.2,13.4,5.5,3,rain
2014-10-31,1.1,10.1,2.3,4,drizzle
2014-11-01,10.8,10.7,2.5,8.3,rain
2014-11-02,6.4,11.3,5.5,5.8,rain
2014-11-03,0.2,13.2,6.3,7.7,drizzle
2014-11-04,10.5,12.9,4.5,3.6,rain
2014-11-05,4.6,8.4,4.1,8.1,rain
2014-11-06,20.8,8,1.9,7.8,rain
2014-11-07,0,11.3,4.6,4,fog
2014-11-08,9,11.2,3.3,6.1,rain
2014-11-09,12.1,10.4,4.4,2.7,rain
2014-11-10,9.5,8.1,0.8,6.8,rain
2014-11-11,6.5,10.2,3.9,7.2,rain
2014-11-12,1.6,7.2,1,1.7,drizzle
2014-11-13,18.5,9.9,2,4.8,rain
2014-11-14,2.2,8.2,1.7,1.9,drizzle
2014-11-15,1.4,9.4,2.1,8.5,drizzle
2014-11-16,9.4,11.9,7.2,1,rain
2014-11-17,2.3,8.3,4.4,1.5,drizzle
2014-11-18,0,6.5,2.4,6.5,fog
2014-11-19,11.4,7.3,-1,2,rain
2014-11-20,15,12.1,8.1,0.6,rain
2014-11-21,17.7,6.7,2,1.8,rain
2014-11-22,18.1,7.6,2,7,rain
2014-11-23,2.5,11.5,3.5,1,rain
2014-11-24,0,11,4.2,7.2,sun
2014-11-25,2.8,10.8,6.3,6.2,rain
2014-11-26,3,11.4,4.1,2.1,rain
2014-11-27,19.6,7.5,1.3,6.5,rain
2014-11-28,12,7.3,-0.7,3.5,rain
2014-11-29,9.8,7.5,3.6,6.8,rain
2014-11-30,0,5.8,0.4,5.3,fog
2014-12-01,20.5,9.2,4.4,4.1,rain
2014-12-02,3.8,10.3,3.9,7.1,rain
2014-12-03,3.7,7.7,2,6.4,rain
2014-12-04,6.3,10.1,3.5,3.6,rain
2014-12-05,12.2,8.6,3,4.9,rain
2014-12-06,6.3,6.6,0.4,6.5,rain
2014-12-07,2,6.6,1.2,1.9,drizzle
2014-12-08,7.3,5.3,-1.2,8.3,rain
2014-12-09,13.6,8.5,4,1.4,rain
2014-12-10,18,4.8,-1.3,7.7,snow
2014-12-11,17.7,8.7,5,4,rain
2014-12-12,1.7,5.4,-0.8,2.2,drizzle
2014-12-13,15.6,8.9,2.1,2.8,rain
2014-12-14,5.8,8.4,1.8,3.6,rain
2014-12-15,21.3,6.8,-1.4,2.3,rain
2014-12-16,10.6,6.8,0.2,2.7,rain
2014-12-17,20.3,6.2,1.7,1.3,rain
2014-12-18,4.2,5.6,0.2,1.2,rain
2014-12-19,9.2,6.8,2.2,7.5,rain
2014-12-20,12.7,6.3,-1.6,1.8,rain
2014-12-21,11.9,5.5,1.4,3.5,rain
2014-12-22,10.9,9.1,4,1.4,rain
2014-12-23,8.3,6,-1.7,4.8,rain
2014-12-24,2.8,9.2,2.8,6.5,rain
2014-12-25,18.9,6.3,2.8,1.6,rain
2014-12-26,16.3,9.7,1.4,7,rain
2014-12-27,6.8,9.5,4.9,1.5,rain
2014-12-28,20.6,4.2,-3.7,8.2,snow
2014-12-29,20.7,6.9,0.1,4.3,rain
2014-12-30,2.8,5.1,0.5,5.4,rain
2014-12-31,3.8,8.2,0.7,7.2,rain
2015-01-01,20.1,8.7,4.9,4.3,rain
2015-01-02,1.5,8.5,3.2,6.3,drizzle
2015-01-03,20.1,7.9,2.6,5.3,rain
2015-01-04,1.7,9.2,3.5,5.1,drizzle
2015-01-05,7.7,9.6,4.1,1.5,rain
2015-01-06,1.7,7.3,1.2,5.8,drizzle
2015-01-07,10.6,9.8,1.6,7.8,rain
2015-01-08,13.5,5.7,1.3,5.4,rain
2015-01-09,3.7,8.2,2.6,8.1,rain
2015-01-10,0.6,7.1,-0.1,6.7,drizzle
2015-01-11,3.8,7.4,1,8.1,rain
2015-01-12,8.4,8.9,5.3,3.1,rain
2015-01-13,1.1,8.3,3.2,2.9,drizzle
2015-01-14,15.9,6.7,2.2,1.2,rain
2015-01-15,14.7,5.5,1.2,2.7,rain
2015-01-16,10.3,8.5,4.6,6.8,rain
2015-01-17,14.5,8.9,2.1,6,rain
2015-01-18,2,5,-1.7,7.4,drizzle
2015-01-19,14.1,6.9,2.5,5.5,rain
2015-01-20,0,5.2,-1,5.4,fog
2015-01-21,9.3,7.6,1.5,3.3,rain
2015-01-22,10.4,9.7,3.6,2.7,rain
2015-01-23,16.2,6.3,1.4,3,rain
2015-01-24,10.1,8.7,0.9,3.4,rain
2015-01-25,11.5,5.1,-3.3,3.9,rain
2015-01-26,6.6,6.7,3.2,8.5,rain
2015-01-27,6.9,4.9,-3,2,snow
2015-01-28,0,9.2,4,2.8,fog
2015-01-29,3.5,8.3,2.9,3.6,rain
2015-01-30,15.3,10.1,1.7,8.1,rain
2015-01-31,8.8,7.5,0.8,4.6,rain
2015-02-01,0,5.8,-2.1,2.7,sun
